State FIPS Code,Group Code,State,Group,Civilian non-institutional population,Number,Percent of population,NumberEmployed,Percent of populationEmployed,NumberUnemployed,RateUnemplo
15,25,Hawaii,"Total, 65 years and over",218    ,42    ,19.0    ,41    ,18.7    ,1    ,1.9    
15,26,Hawaii,"Men, 16 to 19 years",37    ,12    ,32.4    ,10    ,26.9    ,2    ,16.8    
15,27,Hawaii,"Men, 20 to 24 years",52    ,38    ,73.5    ,34    ,66.8    ,3    ,9.1    
15,28,Hawaii,"Men, 25 to 34 years",80    ,70    ,87.1    ,66    ,82.3    ,4    ,5.5    
15,29,Hawaii,"Men, 35 to 44 years",85    ,75    ,88.3    ,73    ,85.8    ,2    ,2.8    
15,30,Hawaii,"Men, 45 to 54 years",86    ,73    ,84.9    ,71    ,82.7    ,2    ,2.6    
15,31,Hawaii,"Men, 55 to 64 years",90    ,64    ,71.2    ,61    ,68.2    ,3    ,4.2    
15,32,Hawaii,"Men, 65 years and over",98    ,22    ,22.4    ,22    ,22.0    ,( 3 ),1.8    
15,34,Hawaii,"Women, 20 to 24 years",54    ,35    ,65.1    ,31    ,58.3    ,4    ,10.4    
15,35,Hawaii,"Women, 25 to 34 years",85    ,62    ,72.5    ,59    ,69.4    ,3    ,4.3    
15,36,Hawaii,"Women, 35 to 44 years",77    ,60    ,78.3    ,58    ,74.9    ,3    ,4.3    
15,37,Hawaii,"Women, 45 to 54 years",92    ,70    ,76.1    ,69    ,75.0    ,1    ,1.6    
15,38,Hawaii,"Women, 55 to 64 years",92    ,60    ,65.7    ,59    ,64.5    ,1    ,1.8    
15,39,Hawaii,"Women, 65 years and over",120    ,20    ,16.3    ,19    ,15.9    ,( 3 ),2.1    
15,42,Hawaii,"White, 25 to 34 years",34    ,25    ,73.2    ,23    ,69.0    ,1    ,5.8    
15,43,Hawaii,"White, 35 to 44 years",29    ,24    ,83.0    ,23    ,78.6    ,1    ,5.3    
15,44,Hawaii,"White, 45 to 54 years",40    ,31    ,77.5    ,31    ,75.9    ,1    ,2.1    
15,45,Hawaii,"White, 55 to 64 years",48    ,33    ,68.6    ,32    ,65.6    ,1    ,4.4    
15,46,Hawaii,"White, 65 years and over",58    ,15    ,25.8    ,14    ,24.9    ,1    ,3.6    
15,55,Hawaii,"Asian, 20 to 24 years",33    ,22    ,68.9    ,21    ,65.1    ,1    ,5.4    
15,56,Hawaii,"Asian, 25 to 34 years",61    ,49    ,80.8    ,48    ,79.2    ,1    ,2.0    
15,57,Hawaii,"Asian, 35 to 44 years",69    ,58    ,84.8    ,57    ,82.8    ,1    ,2.3    
15,58,Hawaii,"Asian, 45 to 54 years",82    ,71    ,85.9    ,70    ,84.8    ,1    ,1.3    
15,59,Hawaii,"Asian, 55 to 64 years",89    ,65    ,73.0    ,64    ,71.7    ,1    ,1.8    
15,60,Hawaii,"Asian, 65 years and over",125    ,19    ,15.5    ,19    ,15.3    ,( 3 ),1.3    
15,62,Hawaii,"Hispanic or Latino ethnicity, 20 to 24 years",14    ,11    ,79.8    ,10    ,72.2    ,1    ,9.5    
15,63,Hawaii,"Hispanic or Latino ethnicity, 25 to 34 years",15    ,12    ,83.0    ,11    ,74.8    ,1    ,9.8    
15,64,Hawaii,"Hispanic or Latino ethnicity, 35 to 44 years",17    ,14    ,82.6    ,14    ,79.5    ,1    ,3.7    
16,01,Idaho,Total,"1,228    ",775    ,63.1    ,738    ,60.1    ,37    ,4.7    
16,02,Idaho,Men,605    ,426    ,70.5    ,405    ,67.0    ,21    ,5.0    
16,03,Idaho,Women,623    ,348    ,55.9    ,333    ,53.4    ,15    ,4.4    
16,04,Idaho,White,"1,163    ",734    ,63.1    ,700    ,60.2    ,34    ,4.6    
16,05,Idaho,"White, men",574    ,403    ,70.2    ,384    ,66.8    ,20    ,4.8    
16,06,Idaho,"White, women",589    ,330    ,56.1    ,316    ,53.7    ,14    ,4.3    
16,13,Idaho,Hispanic or Latino ethnicity,130    ,94    ,72.2    ,86    ,66.4    ,8    ,8.1    
16,14,Idaho,"Hispanic or Latino ethnicity, men",70    ,58    ,83.8    ,54    ,77.5    ,4    ,7.6    
16,15,Idaho,"Hispanic or Latino ethnicity, women",60    ,35    ,58.7    ,32    ,53.5    ,3    ,8.9    
16,16,Idaho,"Married men, spouse present",352    ,260    ,74.0    ,254    ,72.1    ,7    ,2.5    
16,17,Idaho,"Married women, spouse present",352    ,199    ,56.4    ,193    ,54.9    ,5    ,2.6    
16,18,Idaho,Women who maintain families,57    ,38    ,66.1    ,36    ,62.7    ,2    ,5.1    
16,19,Idaho,"Total, 16 to 19 years",99    ,38    ,38.9    ,33    ,33.2    ,6    ,14.7    
16,20,Idaho,"Total, 20 to 24 years",116    ,84    ,72.9    ,76    ,65.9    ,8    ,9.7    
16,21,Idaho,"Total, 25 to 34 years",198    ,159    ,80.3    ,152    ,76.7    ,7    ,4.4    
16,22,Idaho,"Total, 35 to 44 years",191    ,157    ,81.8    ,151    ,78.9    ,6    ,3.5    
16,23,Idaho,"Total, 45 to 54 years",214    ,174    ,81.2    ,169    ,78.7    ,5    ,3.0    
16,24,Idaho,"Total, 55 to 64 years",189    ,123    ,65.1    ,120    ,63.5    ,3    ,2.5    
16,25,Idaho,"Total, 65 years and over",221    ,40    ,17.9    ,38    ,17.0    ,2    ,4.8    
16,26,Idaho,"Men, 16 to 19 years",50    ,20    ,40.5    ,17    ,33.5    ,3    ,17.1    
16,27,Idaho,"Men, 20 to 24 years",60    ,47    ,78.9    ,42    ,70.7    ,5    ,10.3    
16,28,Idaho,"Men, 25 to 34 years",97    ,89    ,91.4    ,84    ,86.9    ,4    ,5.0    
16,29,Idaho,"Men, 35 to 44 years",95    ,87    ,91.4    ,84    ,88.7    ,3    ,3.0    
16,30,Idaho,"Men, 45 to 54 years",107    ,94    ,88.2    ,91    ,85.2    ,3    ,3.4    
16,31,Idaho,"Men, 55 to 64 years",90    ,65    ,72.3    ,63    ,70.2    ,2    ,2.9    
16,32,Idaho,"Men, 65 years and over",105    ,24    ,22.4    ,23    ,21.6    ,1    ,3.7    
16,33,Idaho,"Women, 16 to 19 years",48    ,18    ,37.3    ,16    ,32.9    ,2    ,11.9    
16,34,Idaho,"Women, 20 to 24 years",55    ,37    ,66.5    ,34    ,60.6    ,3    ,8.8    
16,35,Idaho,"Women, 25 to 34 years",101    ,70    ,69.6    ,67    ,67.0    ,3    ,3.8    
16,36,Idaho,"Women, 35 to 44 years",97    ,70    ,72.4    ,67    ,69.4    ,3    ,4.2    
16,37,Idaho,"Women, 45 to 54 years",107    ,79    ,74.2    ,77    ,72.2    ,2    ,2.6    
16,38,Idaho,"Women, 55 to 64 years",99    ,58    ,58.5    ,57    ,57.3    ,1    ,2.0    
16,40,Idaho,"White, 16 to 19 years",91    ,35    ,38.5    ,30    ,33.0    ,5    ,14.2    
16,41,Idaho,"White, 20 to 24 years",107    ,80    ,74.1    ,72    ,66.9    ,8    ,9.7    
16,42,Idaho,"White, 25 to 34 years",183    ,147    ,80.2    ,140    ,76.6    ,7    ,4.4    
16,43,Idaho,"White, 35 to 44 years",180    ,148    ,82.0    ,143    ,79.2    ,5    ,3.4    
16,44,Idaho,"White, 45 to 54 years",204    ,167    ,82.0    ,162    ,79.7    ,5    ,2.8    
16,45,Idaho,"White, 55 to 64 years",181    ,118    ,65.3    ,115    ,63.6    ,3    ,2.6    
16,46,Idaho,"White, 65 years and over",216    ,39    ,18.0    ,37    ,17.1    ,2    ,4.9    
16,63,Idaho,"Hispanic or Latino ethnicity, 25 to 34 years",30    ,25    ,81.6    ,23    ,75.2    ,2    ,7.9    
16,64,Idaho,"Hispanic or Latino ethnicity, 35 to 44 years",27    ,22    ,84.5    ,21    ,79.8    ,1    ,5.6    
16,65,Idaho,"Hispanic or Latino ethnicity, 45 to 54 years",21    ,18    ,87.8    ,17    ,81.3    ,1    ,7.5    
17,01,Illinois,Total,"10,053    ","6,513    ",64.8    ,"6,056    ",60.2    ,457    ,7.0    
17,02,Illinois,Men,"4,857    ","3,402    ",70.1    ,"3,154    ",64.9    ,249    ,7.3    
17,03,Illinois,Women,"5,196    ","3,110    ",59.9    ,"2,903    ",55.9    ,208    ,6.7    
17,04,Illinois,White,"7,982    ","5,242    ",65.7    ,"4,933    ",61.8    ,309    ,5.9    
17,05,Illinois,"White, men","3,910    ","2,789    ",71.3    ,"2,621    ",67.0    ,168    ,6.0    
17,06,Illinois,"White, women","4,073    ","2,453    ",60.2    ,"2,312    ",56.8    ,141    ,5.7    
17,07,Illinois,Black or African American,"1,406    ",837    ,59.6    ,716    ,51.0    ,121    ,14.4    
17,08,Illinois,"Black or African American, men",624    ,374    ,59.9    ,307    ,49.2    ,67    ,17.9    
17,09,Illinois,"Black or African American, women",782    ,463    ,59.3    ,409    ,52.4    ,54    ,11.7    
17,10,Illinois,Asian,507    ,331    ,65.2    ,313    ,61.7    ,18    ,5.3    
17,11,Illinois,"Asian, men",244    ,180    ,73.8    ,170    ,69.4    ,11    ,5.9    
17,12,Illinois,"Asian, women",263    ,151    ,57.3    ,144    ,54.6    ,7    ,4.7    
17,13,Illinois,Hispanic or Latino ethnicity,"1,344    ",932    ,69.4    ,856    ,63.7    ,75    ,8.1    
17,14,Illinois,"Hispanic or Latino ethnicity, men",694    ,553    ,79.6    ,515    ,74.2    ,38    ,6.8    
17,15,Illinois,"Hispanic or Latino ethnicity, women",649    ,379    ,58.4    ,341    ,52.6    ,38    ,10.0    
17,16,Illinois,"Married men, spouse present","2,460    ","1,849    ",75.2    ,"1,766    ",71.8    ,83    ,4.5    
17,17,Illinois,"Married women, spouse present","2,449    ","1,487    ",60.7    ,"1,422    ",58.0    ,65    ,4.4    
17,18,Illinois,Women who maintain families,604    ,435    ,72.0    ,399    ,66.1    ,36    ,8.2    
17,19,Illinois,"Total, 16 to 19 years",687    ,251    ,36.6    ,196    ,28.5    ,55    ,22.1    
17,20,Illinois,"Total, 20 to 24 years",981    ,700    ,71.3    ,614    ,62.6    ,86    ,12.2    
17,21,Illinois,"Total, 25 to 34 years","1,712    ","1,435    ",83.8    ,"1,348    ",78.7    ,88    ,6.1    
17,22,Illinois,"Total, 35 to 44 years","1,578    ","1,304    ",82.6    ,"1,233    ",78.1    ,71    ,5.5    
17,23,Illinois,"Total, 45 to 54 years","1,752    ","1,441    ",82.3    ,"1,365    ",77.9    ,76    ,5.3    
17,24,Illinois,"Total, 55 to 64 years","1,604    ","1,053    ",65.7    ,995    ,62.0    ,58    ,5.5    
17,25,Illinois,"Total, 65 years and over","1,739    ",328    ,18.9    ,306    ,17.6    ,22    ,6.8    
17,26,Illinois,"Men, 16 to 19 years",343    ,119    ,34.6    ,89    ,25.8    ,30    ,25.5    
17,27,Illinois,"Men, 20 to 24 years",499    ,364    ,73.0    ,318    ,63.8    ,46    ,12.6    
17,28,Illinois,"Men, 25 to 34 years",842    ,761    ,90.4    ,716    ,85.1    ,45    ,5.9    
17,29,Illinois,"Men, 35 to 44 years",783    ,713    ,91.1    ,671    ,85.7    ,42    ,5.8    
17,30,Illinois,"Men, 45 to 54 years",852    ,742    ,87.1    ,702    ,82.4    ,40    ,5.4    
17,31,Illinois,"Men, 55 to 64 years",775    ,532    ,68.7    ,500    ,64.5    ,32    ,6.1    
17,32,Illinois,"Men, 65 years and over",762    ,171    ,22.4    ,157    ,20.6    ,14    ,8.2    
17,33,Illinois,"Women, 16 to 19 years",344    ,132    ,38.5    ,107    ,31.2    ,25    ,19.0    
17,34,Illinois,"Women, 20 to 24 years",482    ,335    ,69.5    ,296    ,61.4    ,40    ,11.8    
17,35,Illinois,"Women, 25 to 34 years",870    ,674    ,77.5    ,631    ,72.6    ,43    ,6.4    
17,36,Illinois,"Women, 35 to 44 years",795    ,591    ,74.4    ,561    ,70.6    ,30    ,5.0    
17,37,Illinois,"Women, 45 to 54 years",900    ,699    ,77.7    ,663    ,73.6    ,36    ,5.2    
17,38,Illinois,"Women, 55 to 64 years",829    ,521    ,62.9    ,495    ,59.8    ,26    ,4.9    
17,39,Illinois,"Women, 65 years and over",976    ,157    ,16.1    ,149    ,15.3    ,8    ,5.3    
17,40,Illinois,"White, 16 to 19 years",512    ,195    ,38.2    ,158    ,30.9    ,37    ,19.2    
17,41,Illinois,"White, 20 to 24 years",749    ,552    ,73.8    ,496    ,66.2    ,56    ,10.2    
17,42,Illinois,"White, 25 to 34 years","1,308    ","1,118    ",85.4    ,"1,061    ",81.1    ,56    ,5.0    
17,43,Illinois,"White, 35 to 44 years","1,228    ","1,027    ",83.7    ,980    ,79.8    ,47    ,4.6    
17,44,Illinois,"White, 45 to 54 years","1,424    ","1,180    ",82.9    ,"1,128    ",79.2    ,53    ,4.5    
17,45,Illinois,"White, 55 to 64 years","1,307    ",888    ,67.9    ,845    ,64.7    ,42    ,4.8    
17,46,Illinois,"White, 65 years and over","1,455    ",281    ,19.3    ,265    ,18.2    ,16    ,5.6    
17,47,Illinois,"Black or African American, 16 to 19 years",129    ,42    ,32.2    ,26    ,20.3    ,15    ,36.8    
17,48,Illinois,"Black or African American, 20 to 24 years",157    ,102    ,65.0    ,77    ,48.8    ,25    ,24.9    
17,49,Illinois,"Black or African American, 25 to 34 years",228    ,185    ,81.2    ,160    ,69.9    ,26    ,13.9    
17,50,Illinois,"Black or African American, 35 to 44 years",238    ,185    ,77.9    ,164    ,68.9    ,21    ,11.5    
17,51,Illinois,"Black or African American, 45 to 54 years",231    ,183    ,79.3    ,165    ,71.6    ,18    ,9.7    
17,52,Illinois,"Black or African American, 55 to 64 years",204    ,110    ,53.7    ,99    ,48.4    ,11    ,9.9    
17,55,Illinois,"Asian, 20 to 24 years",58    ,34    ,58.7    ,32    ,55.1    ,2    ,6.1    
17,56,Illinois,"Asian, 25 to 34 years",132    ,96    ,73.0    ,94    ,71.2    ,2    ,2.4    
17,57,Illinois,"Asian, 35 to 44 years",85    ,69    ,81.4    ,67    ,78.6    ,2    ,3.4    
17,58,Illinois,"Asian, 45 to 54 years",77    ,63    ,82.0    ,59    ,77.2    ,4    ,5.9    
17,59,Illinois,"Asian, 55 to 64 years",73    ,45    ,61.9    ,41    ,55.6    ,5    ,10.2    
17,61,Illinois,"Hispanic or Latino ethnicity, 16 to 19 years",152    ,56    ,36.6    ,43    ,28.3    ,13    ,22.9    
17,62,Illinois,"Hispanic or Latino ethnicity, 20 to 24 years",184    ,133    ,72.5    ,113    ,61.3    ,20    ,15.4    
17,63,Illinois,"Hispanic or Latino ethnicity, 25 to 34 years",289    ,240    ,82.9    ,223    ,77.1    ,17    ,6.9    
17,64,Illinois,"Hispanic or Latino ethnicity, 35 to 44 years",300    ,234    ,78.1    ,223    ,74.5    ,11    ,4.6    
17,65,Illinois,"Hispanic or Latino ethnicity, 45 to 54 years",197    ,161    ,81.6    ,152    ,77.4    ,8    ,5.1    
17,66,Illinois,"Hispanic or Latino ethnicity, 55 to 64 years",134    ,89    ,66.5    ,84    ,62.6    ,5    ,6.0    
18,01,Indiana,Total,"5,097    ","3,237    ",63.5    ,"3,041    ",59.7    ,196    ,6.1    
18,02,Indiana,Men,"2,473    ","1,712    ",69.2    ,"1,604    ",64.8    ,108    ,6.3    
18,03,Indiana,Women,"2,624    ","1,525    ",58.1    ,"1,438    ",54.8    ,88    ,5.7    
18,04,Indiana,White,"4,507    ","2,894    ",64.2    ,"2,736    ",60.7    ,158    ,5.5    
18,05,Indiana,"White, men","2,211    ","1,560    ",70.5    ,"1,469    ",66.4    ,91    ,5.8    
18,06,Indiana,"White, women","2,296    ","1,334    ",58.1    ,"1,267    ",55.2    ,67    ,5.0    
18,07,Indiana,Black or African American,434    ,253    ,58.2    ,220    ,50.8    ,32    ,12.8    
18,08,Indiana,"Black or African American, men",191    ,102    ,53.2    ,88    ,45.8    ,14    ,13.9    
18,09,Indiana,"Black or African American, women",243    ,151    ,62.2    ,133    ,54.7    ,18    ,12.2    
18,10,Indiana,Asian,84    ,54    ,63.4    ,52    ,61.9    ,1    ,2.3    
18,13,Indiana,Hispanic or Latino ethnicity,299    ,213    ,71.2    ,195    ,65.1    ,18    ,8.6    
18,14,Indiana,"Hispanic or Latino ethnicity, men",169    ,141    ,83.4    ,132    ,78.0    ,9    ,6.5    
18,15,Indiana,"Hispanic or Latino ethnicity, women",130    ,72    ,55.2    ,63    ,48.3    ,9    ,12.5    
18,16,Indiana,"Married men, spouse present","1,355    ","1,007    ",74.3    ,973    ,71.8    ,33    ,3.3    
18,17,Indiana,"Married women, spouse present","1,298    ",779    ,60.0    ,751    ,57.9    ,27    ,3.5    
18,18,Indiana,Women who maintain families,337    ,226    ,67.2    ,212    ,62.9    ,14    ,6.4    
18,19,Indiana,"Total, 16 to 19 years",368    ,140    ,37.9    ,113    ,30.7    ,26    ,19.0    
18,20,Indiana,"Total, 20 to 24 years",404    ,289    ,71.6    ,258    ,63.7    ,32    ,11.0    
18,21,Indiana,"Total, 25 to 34 years",871    ,710    ,81.5    ,663    ,76.1    ,47    ,6.6    
18,22,Indiana,"Total, 35 to 44 years",832    ,713    ,85.6    ,681    ,81.8    ,32    ,4.5    
18,23,Indiana,"Total, 45 to 54 years",881    ,704    ,79.9    ,672    ,76.3    ,31    ,4.5    
18,24,Indiana,"Total, 55 to 64 years",810    ,513    ,63.3    ,494    ,61.0    ,19    ,3.6    
18,25,Indiana,"Total, 65 years and over",930    ,169    ,18.2    ,160    ,17.2    ,9    ,5.3    
18,26,Indiana,"Men, 16 to 19 years",203    ,74    ,36.3    ,60    ,29.4    ,14    ,19.1    
18,27,Indiana,"Men, 20 to 24 years",188    ,138    ,73.5    ,119    ,63.3    ,19    ,13.9    
18,28,Indiana,"Men, 25 to 34 years",427    ,385    ,90.2    ,359    ,84.0    ,26    ,6.9    
18,29,Indiana,"Men, 35 to 44 years",414    ,384    ,92.7    ,366    ,88.4    ,18    ,4.7    
18,30,Indiana,"Men, 45 to 54 years",439    ,371    ,84.5    ,352    ,80.2    ,19    ,5.1    
18,31,Indiana,"Men, 55 to 64 years",385    ,259    ,67.2    ,251    ,65.0    ,9    ,3.3    
18,32,Indiana,"Men, 65 years and over",417    ,101    ,24.3    ,98    ,23.4    ,3    ,3.3    
18,33,Indiana,"Women, 16 to 19 years",166    ,66    ,39.9    ,54    ,32.4    ,12    ,18.8    
18,34,Indiana,"Women, 20 to 24 years",217    ,151    ,69.8    ,139    ,64.0    ,13    ,8.3    
18,35,Indiana,"Women, 25 to 34 years",444    ,325    ,73.1    ,304    ,68.5    ,21    ,6.3    
18,36,Indiana,"Women, 35 to 44 years",418    ,329    ,78.6    ,315    ,75.3    ,14    ,4.2    
18,37,Indiana,"Women, 45 to 54 years",441    ,333    ,75.4    ,320    ,72.5    ,13    ,3.8    
18,38,Indiana,"Women, 55 to 64 years",424    ,253    ,59.7    ,243    ,57.4    ,10    ,3.9    
18,39,Indiana,"Women, 65 years and over",513    ,68    ,13.3    ,63    ,12.2    ,6    ,8.1    
18,40,Indiana,"White, 16 to 19 years",303    ,124    ,40.9    ,101    ,33.4    ,23    ,18.3    
18,41,Indiana,"White, 20 to 24 years",339    ,253    ,74.8    ,229    ,67.5    ,25    ,9.7    
18,42,Indiana,"White, 25 to 34 years",757    ,625    ,82.6    ,590    ,78.0    ,35    ,5.6    
18,43,Indiana,"White, 35 to 44 years",736    ,632    ,85.9    ,606    ,82.4    ,26    ,4.1    
18,44,Indiana,"White, 45 to 54 years",777    ,628    ,80.9    ,603    ,77.6    ,25    ,4.0    
18,45,Indiana,"White, 55 to 64 years",722    ,467    ,64.7    ,451    ,62.5    ,16    ,3.5    
18,46,Indiana,"White, 65 years and over",873    ,164    ,18.8    ,156    ,17.9    ,8    ,5.0    
18,49,Indiana,"Black or African American, 25 to 34 years",81    ,60    ,73.5    ,50    ,61.9    ,9    ,15.8    
18,50,Indiana,"Black or African American, 35 to 44 years",65    ,60    ,91.2    ,55    ,83.4    ,5    ,8.5    
18,51,Indiana,"Black or African American, 45 to 54 years",78    ,57    ,73.1    ,51    ,65.6    ,6    ,10.2    
18,63,Indiana,"Hispanic or Latino ethnicity, 25 to 34 years",70    ,53    ,76.4    ,51    ,73.1    ,2    ,4.4    
18,64,Indiana,"Hispanic or Latino ethnicity, 35 to 44 years",81    ,65    ,79.8    ,61    ,75.2    ,4    ,5.9    
19,01,Iowa,Total,"2,420    ","1,709    ",70.6    ,"1,630    ",67.3    ,79    ,4.6    
19,02,Iowa,Men,"1,191    ",896    ,75.2    ,849    ,71.3    ,47    ,5.3    
19,03,Iowa,Women,"1,229    ",813    ,66.1    ,781    ,63.5    ,32    ,3.9    
19,04,Iowa,White,"2,242    ","1,582    ",70.6    ,"1,513    ",67.5    ,69    ,4.4    
19,05,Iowa,"White, men","1,100    ",828    ,75.2    ,786    ,71.4    ,42    ,5.1    
19,06,Iowa,"White, women","1,141    ",754    ,66.1    ,727    ,63.7    ,27    ,3.6    
19,07,Iowa,Black or African American,66    ,45    ,68.5    ,39    ,58.8    ,6    ,14.1    
19,08,Iowa,"Black or African American, men",32    ,22    ,69.6    ,18    ,57.9    ,4    ,16.9    
19,09,Iowa,"Black or African American, women",35    ,23    ,67.5    ,21    ,59.7    ,3    ,11.5    
19,10,Iowa,Asian,71    ,55    ,76.5    ,53    ,74.5    ,1    ,2.6    
19,11,Iowa,"Asian, men",36    ,31    ,86.9    ,31    ,85.1    ,1    ,2.0    
19,12,Iowa,"Asian, women",35    ,23    ,65.9    ,22    ,63.7    ,1    ,3.4    
19,13,Iowa,Hispanic or Latino ethnicity,102    ,77    ,75.6    ,70    ,69.2    ,7    ,8.5    
19,14,Iowa,"Hispanic or Latino ethnicity, men",53    ,44    ,82.4    ,40    ,75.6    ,4    ,8.2    
19,15,Iowa,"Hispanic or Latino ethnicity, women",48    ,33    ,68.1    ,30    ,62.1    ,3    ,8.8    
19,16,Iowa,"Married men, spouse present",661    ,511    ,77.3    ,496    ,75.1    ,15    ,2.9    
19,17,Iowa,"Married women, spouse present",647    ,444    ,68.7    ,432    ,66.8    ,12    ,2.8    
19,18,Iowa,Women who maintain families,123    ,95    ,77.5    ,91    ,73.9    ,4    ,4.6    
19,19,Iowa,"Total, 16 to 19 years",157    ,87    ,55.6    ,77    ,49.0    ,10    ,11.8    
19,20,Iowa,"Total, 20 to 24 years",224    ,188    ,84.0    ,178    ,79.1    ,11    ,5.8    
19,21,Iowa,"Total, 25 to 34 years",405    ,362    ,89.4    ,342    ,84.5    ,20    ,5.6    
19,22,Iowa,"Total, 35 to 44 years",353    ,316    ,89.5    ,302    ,85.5    ,14    ,4.5    
19,23,Iowa,"Total, 45 to 54 years",397    ,348    ,87.7    ,334    ,84.1    ,14    ,4.0    
19,24,Iowa,"Total, 55 to 64 years",442    ,321    ,72.5    ,314    ,71.1    ,6    ,2.0    
19,25,Iowa,"Total, 65 years and over",442    ,86    ,19.5    ,83    ,18.8    ,3    ,3.6    
19,26,Iowa,"Men, 16 to 19 years",83    ,45    ,54.8    ,39    ,47.1    ,6    ,14.2    
19,27,Iowa,"Men, 20 to 24 years",115    ,97    ,84.2    ,90    ,78.1    ,7    ,7.3    
19,28,Iowa,"Men, 25 to 34 years",200    ,188    ,94.3    ,175    ,87.6    ,13    ,7.1    
19,29,Iowa,"Men, 35 to 44 years",180    ,170    ,94.3    ,162    ,90.0    ,8    ,4.6    
19,30,Iowa,"Men, 45 to 54 years",202    ,182    ,90.1    ,175    ,86.4    ,7    ,4.0    
19,31,Iowa,"Men, 55 to 64 years",216    ,167    ,77.4    ,164    ,75.9    ,3    ,1.9    
19,32,Iowa,"Men, 65 years and over",196    ,47    ,24.0    ,45    ,22.8    ,2    ,4.9    
19,33,Iowa,"Women, 16 to 19 years",74    ,42    ,56.4    ,38    ,51.2    ,4    ,9.2    
19,34,Iowa,"Women, 20 to 24 years",109    ,91    ,83.8    ,87    ,80.2    ,4    ,4.3    
19,35,Iowa,"Women, 25 to 34 years",206    ,174    ,84.7    ,167    ,81.4    ,7    ,3.9    
19,36,Iowa,"Women, 35 to 44 years",173    ,146    ,84.5    ,140    ,80.9    ,6    ,4.3    
19,37,Iowa,"Women, 45 to 54 years",195    ,166    ,85.2    ,160    ,81.8    ,7    ,4.0    
19,38,Iowa,"Women, 55 to 64 years",226    ,154    ,67.9    ,150    ,66.4    ,3    ,2.2    
19,39,Iowa,"Women, 65 years and over",246    ,39    ,15.9    ,38    ,15.5    ,1    ,2.1    
19,40,Iowa,"White, 16 to 19 years",142    ,82    ,57.8    ,73    ,51.6    ,9    ,10.7    
19,41,Iowa,"White, 20 to 24 years",194    ,166    ,85.6    ,157    ,81.0    ,9    ,5.4    
19,42,Iowa,"White, 25 to 34 years",360    ,326    ,90.6    ,310    ,86.0    ,16    ,5.0    
19,43,Iowa,"White, 35 to 44 years",326    ,291    ,89.4    ,278    ,85.4    ,13    ,4.4    
19,44,Iowa,"White, 45 to 54 years",373    ,327    ,87.8    ,314    ,84.3    ,13    ,4.0    
19,45,Iowa,"White, 55 to 64 years",417    ,305    ,73.2    ,299    ,71.8    ,6    ,2.0    
19,46,Iowa,"White, 65 years and over",430    ,84    ,19.5    ,81    ,18.8    ,3    ,3.7    
19,63,Iowa,"Hispanic or Latino ethnicity, 25 to 34 years",31    ,28    ,91.6    ,25    ,82.7    ,3    ,9.8    
20,01,Kansas,Total,"2,197    ","1,502    ",68.4    ,"1,434    ",65.3    ,68    ,4.6    
20,02,Kansas,Men,"1,072    ",806    ,75.2    ,770    ,71.8    ,36    ,4.5    
20,03,Kansas,Women,"1,125    ",696    ,61.9    ,664    ,59.0    ,32    ,4.6    
20,04,Kansas,White,"1,896    ","1,300    ",68.5    ,"1,245    ",65.7    ,55    ,4.2    
20,05,Kansas,"White, men",918    ,692    ,75.3    ,664    ,72.3    ,28    ,4.1    
20,06,Kansas,"White, women",978    ,608    ,62.2    ,582    ,59.5    ,26    ,4.3    
20,07,Kansas,Black or African American,117    ,79    ,67.1    ,73    ,62.0    ,6    ,7.6    
20,08,Kansas,"Black or African American, men",56    ,41    ,73.2    ,38    ,67.9    ,3    ,7.2    
20,09,Kansas,"Black or African American, women",62    ,38    ,61.6    ,35    ,56.7    ,3    ,8.0    
20,10,Kansas,Asian,93    ,63    ,67.6    ,60    ,64.7    ,3    ,4.2    
20,11,Kansas,"Asian, men",48    ,34    ,71.3    ,33    ,68.0    ,2    ,4.7    
20,12,Kansas,"Asian, women",45    ,29    ,63.5    ,27    ,61.1    ,1    ,3.7    
20,13,Kansas,Hispanic or Latino ethnicity,191    ,145    ,75.8    ,137    ,71.7    ,8    ,5.5    
20,14,Kansas,"Hispanic or Latino ethnicity, men",101    ,88    ,86.7    ,83    ,81.5    ,5    ,6.0    
20,15,Kansas,"Hispanic or Latino ethnicity, women",90    ,57    ,63.6    ,54    ,60.6    ,3    ,4.8    
20,16,Kansas,"Married men, spouse present",592    ,460    ,77.7    ,450    ,75.9    ,10    ,2.2    
20,17,Kansas,"Married women, spouse present",587    ,374    ,63.6    ,362    ,61.6    ,12    ,3.2    
20,18,Kansas,Women who maintain families,119    ,81    ,68.4    ,77    ,65.1    ,4    ,4.8    
20,19,Kansas,"Total, 16 to 19 years",156    ,75    ,48.0    ,66    ,42.3    ,9    ,12.0    
20,20,Kansas,"Total, 20 to 24 years",217    ,172    ,79.4    ,159    ,73.3    ,13    ,7.6    
20,21,Kansas,"Total, 25 to 34 years",391    ,332    ,84.8    ,317    ,81.1    ,14    ,4.3    
20,22,Kansas,"Total, 35 to 44 years",308    ,261    ,84.6    ,249    ,80.8    ,12    ,4.6    
20,23,Kansas,"Total, 45 to 54 years",364    ,303    ,83.2    ,294    ,80.6    ,10    ,3.1    
20,24,Kansas,"Total, 55 to 64 years",366    ,264    ,72.0    ,256    ,69.9    ,8    ,2.9    
